Time,UnderlyingPrice
0,100.02373429184784
1,99.9436656580904
2,99.83357798523575
3,99.72326482018359
4,99.73985148298445
5,99.66492596418648
6,99.60977847401745
7,99.60956392076866
8,99.4732461237499
9,99.52857522534019
10,99.74624674244482
11,99.71313532496298
12,99.72292592286915
13,99.75991218867573
14,99.82288687863506
15,99.8515569666071
16,99.66483680296612
17,99.74380096655825
18,99.76245559655183
19,99.82592742597296
20,99.91155347579641
21,100.04017339881814
22,99.88257840993346
23,99.99435705536528
24,99.75024609216499
25,99.77320628721831
26,99.77342439097758
27,99.77126154676408
28,99.70681303756744
29,99.65489568887936
30,99.45698007972786
31,99.21188668257123
32,99.1781196905557
33,99.15663807691418
34,99.17500479279803
35,99.17827563889972
36,99.36610313679434
37,99.46324614457605
38,99.33452992345244
39,99.29935500641311
40,99.30251766495395
41,99.27286972790853
42,99.2692384647968
43,99.31728952294398
44,99.47469546163377
45,99.48297878398003
46,99.47450005898368
47,99.4791503532425
48,99.48689930024815
49,99.4444951626834
50,99.6675734752223
51,99.53764529426768
52,99.73021332608535
53,99.72542665003199
54,99.62855368324358
55,99.56542153046436
56,99.63377911913277
57,99.66396851038576
58,99.38307452524737
59,99.33262524671487
60,99.51853131111208
61,99.50023508944479
62,99.71641765341367
63,99.71796391775035
64,99.67722466483208
65,99.89298267502018
66,99.7794306844351
67,99.76330069928291
68,99.92147304768623
69,100.15637629209674
70,100.24838246800547
71,100.05427060143887
72,100.00406313108503
73,99.85559389398058
74,99.87181197469256
75,99.91203556559155
76,100.07036266844449
77,99.74972882889499
78,99.67734033978556
79,99.7493347276323
80,99.89700834529921
81,99.78696012777462
82,99.6587260562495
83,99.54662644106163
84,99.69377642363894
85,99.75204413791971
86,99.80673197009654
87,99.72931591997171
88,99.76986108356675
89,99.59182151163247
90,99.36732375990626
91,99.26016006627654
92,99.1609380431892
93,99.20876101692755
94,99.3636403110248
95,99.59370313925797
96,99.4764131183344
97,99.48663745505846
98,99.33574140835165
99,99.62666445480903
100,99.38850279283668
101,99.37006185733365
102,99.29087233273724
103,99.46116870637435
104,99.55487027460096
105,99.53479308516806
106,99.64987781638968
107,99.5677251053007
108,99.53418991987836
109,99.82699365452392
110,100.03744908298651
111,99.8396169502729
112,99.7560515722553
113,100.09929658123306
114,100.00877214288779
115,100.14009284069914
116,99.92909736485213
117,99.95873045949008
118,100.01024262277346
119,99.90957234845044
120,99.89920177205532
121,99.83896003752206
122,100.02200440250076
123,99.95184990802527
124,99.99373190158708
125,100.12912613626581
126,100.2043398943223
127,100.18254747075946
128,100.02229700651542
129,99.9751458605273
130,100.03569413104626
131,100.089970192019
132,99.96537539210512
133,99.97467451594558
134,99.85968244430677
135,99.78854906426238
136,99.79267026678116
137,100.0002119388384
138,99.83224124414262
139,99.8092528926704
140,99.52756793014105
141,99.56354261935563
142,99.62026323301282
143,99.76587583543383
144,99.86764620426722
145,99.80681044414818
146,99.74825059997762
147,99.80705604462759
148,99.99780549825932
149,100.05670608287993
150,99.98650252192793
151,100.03655793205849
152,99.60157092398507
153,99.37995920973069
154,99.32504767504184
155,99.39477785931321
156,99.43078122370868
157,99.57442092638473
158,99.58011890318781
159,99.72639767816175
160,99.6670638918271
161,99.58102883237923
162,99.4573293387474
163,99.20861607870572
164,99.09605195289525
165,98.90056723153316
166,98.9354782733681
167,98.94883245539208
168,98.75120923107528
169,98.75768082888828
170,98.85535443533664
171,98.82623370469649
172,98.6123841000851
173,98.51684636228883
174,98.52799476542586
175,98.70439227404039
176,99.0506457531834
177,99.08869809279126
178,98.9017828532415
179,98.84720675885511
180,99.06375396752821
181,99.09377307718215
182,99.36191540663798
183,99.40392694925278
184,99.31689115610052
185,99.274233314586
186,99.34847322834268
187,99.19635207810133
