Time,UnderlyingPrice
0,99.90157247596584
1,99.934847332224
2,99.70698441207989
3,99.45787665149892
4,99.34717222361125
5,99.53484973388174
6,99.49599470876797
7,99.4585451321859
8,99.34307573606935
9,99.38369150520143
10,99.37436079597569
11,99.43143525503456
12,99.30498233497372
13,99.35658760103459
14,99.28402643105547
15,99.19890709125818
16,99.190243397894
17,99.29588893367044
18,99.1474655350218
19,99.21155304220783
20,99.1673875640158
21,99.1910191282604
22,99.16501515745298
23,99.07674174350055
24,98.95598423592766
25,98.81341047620664
26,98.6058964198219
27,98.50669393074669
28,98.50015346582977
29,98.71301994524218
30,98.58011938745783
31,98.65430060398164
32,98.70370262795062
33,98.78608599135302
34,98.78514543294712
35,98.87375823539423
36,98.72612172359719
37,98.6809093615817
38,98.89870804478912
39,98.94388906492951
40,98.99821062062264
41,99.12812944806582
42,99.14643408725581
43,99.1883754746683
44,99.07992351811693
45,99.2150332964424
46,99.3253078605768
47,99.29428797210532
48,99.31212345960955
49,99.15890675263883
50,99.15629383106449
51,99.09590569895562
52,99.04917150043717
53,99.06207557446558
54,99.0809471361539
55,99.06100649926506
56,99.15485651902381
57,99.30158436989949
58,99.30456982711264
59,99.3192290699322
60,99.2619858805751
61,99.33114048594531
62,99.44802404431805
63,99.54650434826605
64,99.59127913699099
65,99.57769688904177
66,99.58159373620154
67,99.622496150068
68,99.72955168364088
69,99.74246697890108
70,99.77684044853368
71,99.86740213556094
72,99.9510733284359
73,99.77599991713487
74,99.81982404368523
75,99.76636250274827
76,99.60388479389022
77,99.59752128309214
78,99.64657764894869
79,99.53713528718406
80,99.49298253940826
81,99.62483057807766
82,99.63797916957664
83,99.5537335940779
84,99.62210645182503
85,99.40970771058699
86,99.29265039904905
87,99.19697749632472
88,99.1407053717904
89,99.0365033753212
90,98.98442704443642
91,98.97721513452807
92,98.97534547371201
93,98.95637893014009
94,98.91798428945337
95,98.85328571005404
96,98.85289153662617
97,98.83128539648261
98,98.81942030935697
99,98.64825336091245
100,98.6003398920476
