Time,UnderlyingPrice
0,99.90452475200924
1,99.80617795973446
2,99.64625079525388
3,99.65073133250806
4,99.61649293461554
5,99.66695652446008
6,99.62342174198218
7,99.77270748117954
8,99.66169410860898
9,99.69659789457954
10,99.50610057298798
11,99.3955402163011
12,99.41087620164474
13,99.30541973447056
14,99.42900173286839
15,99.48660803052154
16,99.29126046959544
17,99.3775713043107
18,99.41968596689823
19,99.52557789660003
20,99.5230444350446
21,99.39934666574482
22,99.38420189823691
23,99.30986170193556
24,99.39915618581801
25,99.48515852596033
26,99.75321709357122
27,99.8625277311957
28,99.84902813534774
29,100.05801166630991
30,100.15060497002243
31,99.84029868816896
32,99.61193184909874
33,99.88562329378851
34,99.52648788200797
35,99.64653726940568
36,99.72913571830632
37,99.77923728816923
38,99.74286055473854
39,99.8082702424053
40,99.79121082970589
41,99.56595380439943
42,99.77336065152474
43,99.52053611854444
44,99.62291664965137
45,99.63538206382164
46,99.38615559615646
47,99.88297424230629
48,99.77390295568112
49,99.62018511804011
50,99.55900183355578
51,99.75596597076316
52,99.91970620770161
53,99.97636560088247
54,99.7547614311665
55,99.64405574719677
56,99.74406654120442
57,99.90119354869636
58,99.8797639006985
59,99.75541872649374
60,99.5609440276059
61,99.54495735980645
62,99.48362331313074
63,99.47232079775088
64,99.66767942715967
65,99.5487478541821
66,99.8890087438073
67,100.23223202149482
68,100.06512045750289
69,100.1488744000283
70,100.24917904190188
71,100.25917086355794
72,100.25071711675648
73,100.25749693445006
74,100.29147314502686
75,100.30992647832781
76,100.31529521065112
77,100.30622425516974
78,100.32749913578924
79,100.36051001007809
80,100.40644420601863
81,100.36685204792137
82,100.33527565461836
83,100.30204342540353
84,100.25747078320254
85,100.26018147021188
86,100.26060597804025
87,100.35160309443269
88,100.37600856131611
89,100.29071043579056
90,100.3484153835793
91,100.36367808988037
92,100.37337365682795
93,100.36600112473255
94,100.31030027746758
95,100.28010069270101
96,100.29930169103544
97,100.36002199085056
98,100.39828233387085
99,100.39143720257321
100,100.25912802004466
101,100.1999886499338
102,100.12032033003406
103,100.0722969155349
104,100.17183323634276
105,100.23359948739643
106,100.12713829520193
107,100.15261919552117
108,100.16923866423848
109,100.11844244393805
110,100.10713294532381
111,100.08742930469747
112,100.19159489356633
113,100.23009763984071
114,100.27306021835852
115,100.24942371664869
116,100.36994844664281
117,100.33285553494044
118,100.40741734232672
119,100.37461804655872
120,100.29636664335183
121,100.29540096393475
122,100.35908816228388
123,100.29131686239725
124,100.26583434153834
125,100.23171059504762
126,100.2683781040224
127,100.27095178971649
128,100.25859358286007
129,100.29351144222684
130,100.41442319090343
131,100.2693731926589
132,100.35023342608426
133,100.42364861609926
134,100.46056702062103
135,100.49669701261415
136,100.66030214945184
137,100.45037109301066
138,100.40012830310324
139,100.24143921397412
140,100.75213877763787
141,100.79460086605914
142,100.82049312637189
143,100.68109665315131
144,100.67554947872146
145,100.56796131408177
146,100.97367231604879
147,100.8553119293172
148,100.84730720137193
149,100.87130601544771
150,100.90663101486369
151,101.1709942111698
152,101.15040156760767
153,101.25409816965129
154,101.59321102814422
155,101.76139981170128
156,101.75397053244386
157,101.99009411424767
158,101.92500692627797
159,101.96202994056243
160,101.82141581008324
161,101.71220947775652
162,101.85959711997057
163,101.81977737904249
164,101.90316459404862
165,101.45149220411709
166,101.54445347870904
167,101.90723211651085
168,101.68031989610131
169,101.76692926582786
170,101.93875286922841
171,101.97750213314588
172,102.04939822234859
173,102.10995179585319
174,102.08818746923198
175,102.08554063269106
176,102.1796371831262
177,102.07819499978795
178,102.0577322125667
179,102.13252855333106
180,102.00356143682991
181,102.04962022173999
182,101.81406599080161
183,101.79768160622517
184,101.33296695848013
185,101.2342238189883
186,101.1443835713929
187,101.42845434472339
188,101.50711109434192
189,101.37036622415037
190,101.33188684863504
191,101.32527862373473
192,101.45686928818925
193,101.36297171400867
194,101.5554185545219
195,101.67250624131373
196,101.59831547481721
197,101.7637517139251
198,101.49774759725305
199,101.24688775182253
200,101.03118417538325
201,101.05026568773597
202,100.75804114764209
203,101.15932980833288
204,101.45013353386621
205,101.36628202371924
206,101.11298329215349
207,101.20762942634748
208,101.16085843745832
209,101.10537671733594
210,100.7830991491705
